20180517,星洲国际,12500,在售,[南昌县]						莲塘中大道188号澄碧湖旁),星洲国际113㎡B1户型  3室2厅2卫1厨				 				113㎡(建面),参考总价：141.25万元/套星洲国际高层N1户型  2室2厅1卫1厨				 				87㎡(建面),总价待定:星洲国际一期高层B2户型  2室2厅1卫1厨				 				89㎡(建面),总价待定:
20180517,绿地国际博览城,10000,在售,[红谷滩区]						九龙大道1177号(安丰小学以西200米),绿地国际博览城左岸复式公馆户型图  1室1厅1卫1厨				 				47㎡(建面),参考总价：47万元/套绿地国际博览城67#公寓户型  1室1厅1卫1厨				 				67㎡(建面),总价待定:绿地国际博览城一期洋房一层A1璞庭户型  1室2厅1卫1厨				 				90㎡(建面),总价待定:
20180517,南天·金源,40000,在售,[经开区]						双港西大街666号(双港西大街与桂苑路交...,南天·金源L2户型  3室2厅1卫1厨				 				77㎡(建面),总价待定:南天·金源J2户型  3室2厅1卫1厨				 				81㎡(建面),总价待定:南天·金源L1户型  3室2厅2卫1厨				 				87㎡(建面),总价待定:
20180517,国贸天悦,16500,在售,[青山湖区]						上坊路与彭桥路交汇处(东方塞纳项目北侧...,国贸天悦D2户型  3室2厅2卫1厨				 				101㎡(建面),参考总价：166.65万元/套国贸天悦D3户型  3室2厅2卫1厨				 				123㎡(建面),参考总价：202.95万元/套国贸天悦D1户型  4室2厅2卫1厨				 				135㎡(建面),参考总价：222.75万元/套
20180517,中骏尚城,10000,在售,[西湖区]						永富路666号,中骏尚城45-58㎡LOFT户型  2室2厅1卫1厨				 				50㎡(建面),参考总价：50万元/套中骏尚城109㎡/114㎡三房2厅2卫A户型  3室2厅2卫1厨				 				109㎡(建面),总价待定:中骏尚城33-40㎡SOHO户型  1室1厅1卫1厨				 				40㎡(建面),总价待定:
20180517,蓝光雍锦王府,19000,在售,[西湖区]						云飞路与丹桂路交汇处,蓝光雍锦王府别墅223㎡户型  5室3厅5卫1厨				 				223㎡(建面),参考总价：423.7万元/套蓝光雍锦王府大平层168-256㎡A1户型  5室3厅4卫1厨				 				256㎡(建面),参考总价：486.4万元/套蓝光雍锦王府别墅181㎡户型  3室3厅3卫1厨				 				181㎡(建面),总价待定:
20180517,信邦龙湖时代,6200,在售,[新建区]						九龙湖龙兴大街与玉壶山大道交汇处,信邦龙湖时代59㎡  1室1卫1厨				 				59㎡(建面),参考总价：36.58万元/套信邦龙湖时代公寓D户型  1室1厅1卫1厨				 				66㎡(建面),总价待定:信邦龙湖时代48㎡  1室1卫1厨				 				48㎡(建面),总价待定:
20180517,森科尚城,7300,在售,[湾里区]						梅岭大道招贤镇政府旁,森科尚城101㎡高层户型  2室2厅1卫1厨				 				101㎡(建面),参考总价：73.73万元/套森科尚城H6舒享户型  3室2厅2卫1厨				 				127㎡(建面),参考总价：92.71万元/套森科尚城86平米2+1房  2室2厅1卫1厨				 				86㎡(建面),参考总价：62.78万元/套
20180517,哈佛园,11600,在售,[新建区]						幸福北路与外环路交汇处,哈佛园D2户型  2室2厅1卫1厨				 				79㎡(建面),参考总价：91.64万元/套哈佛园A1户型  2室2厅1卫1厨				 				88㎡(建面),参考总价：102.08万元/套哈佛园A3户型  3室2厅1卫1厨				 				89㎡(建面),参考总价：103.24万元/套
20180517,绿创中心,11000,在售,[新建区]						武功山大道2069号,绿创中心179㎡3室2厅4卫户型  3室2厅4卫1厨				 				179㎡(建面),参考总价：196.9万元/套绿创中心25㎡户型  2室1厅1卫1厨				 				25㎡(建面),总价待定:绿创中心270㎡5室2厅4卫户型  5室2厅4卫1厨				 				270㎡(建面),参考总价：297万元/套
20180517,中华情优山美地,10800,在售,[湾里区]						鹿聚路,中华情优山美地一期3# 3A# 5# 7# 10# 12# A户型图  1室2厅1卫1厨				 				61㎡(建面),参考总价：66.15万元/套中华情优山美地一期8# 11# 13# 13A#  C户型图  2室2厅1卫1厨				 				81㎡(建面),参考总价：87.8万元/套中华情优山美地一期9#楼A户型图  1室1厅1卫1厨				 				42㎡(建面),总价待定:
20180517,力高君御世家,9100,在售,[南昌县]						翠林大道与105国道交汇处向东500米,力高君御世家洋房F户型  4室2厅2卫1厨				 				108㎡(建面),参考总价：98.28万元/套力高君御世家小高层A户型  3室2厅1卫1厨				 				89㎡(建面),参考总价：80.99万元/套力高君御世家小高层B户型  3室2厅2卫1厨				 				100㎡(建面),参考总价：91万元/套
20180517,经开正荣府,12000,在售,[经开区]						赣江新区双港西大街南昌十中经开校区向...,经开正荣府高层E户型90㎡  3室2厅1卫1厨				 				90㎡(建面),参考总价：108万元/套经开正荣府高层F户型115㎡  4室2厅2卫1厨				 				115㎡(建面),参考总价：138万元/套经开正荣府一期洋房B户型  4室2厅2卫1厨				 				118㎡(建面),参考总价：147.5万元/套
20180517,中海阳光玫瑰园,12000,在售,[经开区]						经开区双港东大街与皇姑路交汇处往北10...,中海阳光玫瑰园C2户型  3室2厅3卫1厨				 				118㎡(建面),参考总价：200万元/套中海阳光玫瑰园A1户型  4室2厅2卫1厨				 				118㎡(建面),参考总价：146万元/套中海阳光玫瑰园C3户型  4室2厅2卫1厨				 				126㎡(建面),参考总价：170万元/套
20180517,文一锦门香溪南岸,15500,在售,[青山湖区]						高新大道与解放东路交汇处,文一锦门香溪南岸洋房A户型  3室3厅2卫1厨				 				121㎡(建面),参考总价：187.55万元/套文一锦门香溪南岸高层E户型  3室2厅1卫1厨				 				91㎡(建面),总价待定:文一锦门香溪南岸高层F户型  3室2厅2卫1厨				 				104㎡(建面),总价待定:
20180517,中海寰宇天下,18500,在售,[东湖区]						英雄大桥沿江大道北行900米,中海寰宇天下E1户型  3室2厅1卫1厨				 				98㎡(建面),参考总价：176.4万元/套中海寰宇天下E2户型  3室2厅2卫1厨				 				118㎡(建面),参考总价：212.4万元/套中海寰宇天下B户型  4室2厅2卫1厨				 				148㎡(建面),参考总价：370万元/套
20180517,新力公园壹号,9500,在售,[高新开发区]						瑶湖东岸环湖路旁,新力公园壹号C1公寓户型  1室2厅1卫1厨				 				50㎡(建面),参考总价：47.96万元/套新力公园壹号A2户型  3室2厅1卫1厨				 				89㎡(建面),参考总价：84.55万元/套新力公园壹号B1户型  3室2厅2卫1厨				 				106㎡(建面),参考总价：100.7万元/套
20180517,新力合园,16000,在售,[红谷滩区]						上饶大街与阁皂大道交汇处,新力合园洋房五层户型  4室2厅2卫1厨				 				134㎡(建面),参考总价：214.4万元/套新力合园洋房一层户型  4室2厅2卫1厨				 				137㎡(建面),参考总价：219.2万元/套新力合园洋房六七层户型  4室2厅2卫1厨				 				161㎡(建面),参考总价：257.6万元/套
20180517,中顺靖園,22600,在售,宜春市靖安县沿河路和宝峰大道西,中顺靖園别墅B户型  4室2厅3卫1厨				 				150㎡(建面),参考总价：340.58万元/套中顺靖園别墅C户型  4室2厅3卫1厨				 				156㎡(建面),参考总价：352.79万元/套中顺靖園别墅A户型  4室2厅3卫1厨				 				150㎡(建面),参考总价：340.92万元/套
20180517,绿地柏仕名邸,5700,在售,[安义县]						建设西路与解放大道交汇处,绿地柏仕名邸106㎡D户型  3室2厅2卫1厨				 				106㎡(建面),参考总价：60.42万元/套绿地柏仕名邸142㎡A户型  4室2厅2卫1厨				 				142㎡(建面),参考总价：80.94万元/套绿地柏仕名邸122㎡B1户型  3室2厅2卫1厨				 				122㎡(建面),总价待定:
20180517,鸿海满园,12000,在售,[南昌县]						东莲路与桃花西路交汇处,鸿海满园高层M3户型  3室2厅1卫1厨				 				85㎡(建面),参考总价：102万元/套鸿海满园高层M2户型  3室2厅1卫1厨				 				97㎡(建面),参考总价：116.4万元/套鸿海满园高层M1户型  3室2厅2卫1厨				 				112㎡(建面),参考总价：134.4万元/套
20180517,庐山西海温泉半岛,9000,在售,江西省武宁县巾口乡庐山西海巾口旅游码...,庐山西海温泉半岛30-45㎡公寓  1室1厅1卫1厨				 				30㎡(建面),参考总价：27万元/套庐山西海温泉半岛30-45㎡公寓户型  1室1厅1卫1厨				 				45㎡(建面),参考总价：40.5万元/套
20180517,军隆御景城,价格待定,待定,[桑海开发区]						桑海神农大道与国药交汇处,军隆御景城多层A户型  2室2厅2卫1厨				 				105㎡(建面),总价待定:军隆御景城C户型  3室2厅1卫1厨				 				99㎡(建面),总价待定:军隆御景城G户型  3室2厅2卫1厨				 				119㎡(建面),总价待定:
20180517,金域华府,价格待定,待定,[南昌县]						高新南大道116-119号,金域华府96㎡户型  3室2厅2卫1厨				 				96㎡(建面),总价待定:金域华府101㎡户型  3室2厅2卫1厨				 				101㎡(建面),总价待定:金域华府85㎡户型  3室2厅2卫1厨				 				85㎡(建面),总价待定:
20180517,联泰天悦,价格待定,待定,[红谷滩区]						丰和南大道以东、红谷大道以西,前湖大道...,联泰天悦高层中间户B户型  2室2厅1卫1厨				 				97㎡(建面),总价待定:联泰天悦高层端户C户型  3室2厅2卫1厨				 				116㎡(建面),总价待定:联泰天悦高层端户D户型  3室2厅2卫1厨				 				138㎡(建面),总价待定:
20180517,容州港九城,价格待定,待定,[新建区]						320国道与物华路交汇处,容州港九城B2户型  3室2厅1卫1厨				 				89㎡(建面),总价待定:容州港九城C2户型  3室2厅2卫1厨				 				107㎡(建面),总价待定:容州港九城B1户型  3室2厅1卫1厨				 				89㎡(建面),总价待定:
20180517,朝阳盈家荟,价格待定,待定,[西湖区]						抚生南路9号,朝阳盈家荟B户型  3室2厅1卫1厨				 				89㎡(建面),总价待定:朝阳盈家荟C户型  3室2厅1卫1厨				 				96㎡(建面),总价待定:朝阳盈家荟A户型  3室2厅1卫1厨				 				102㎡(建面),总价待定:
20180517,万科金域国际,17000,在售,[经开区]						双港西大街999号,万科金域国际高层D3户型  3室2厅1卫1厨				 				88㎡(建面),总价待定:万科金域国际高层D2户型  3室2厅1卫1厨				 				88㎡(建面),总价待定:万科金域国际高层D4户型  3室2厅1卫1厨				 				88㎡(建面),总价待定:
20180517,银河城,7800,在售,[南昌县]						莲塘南大道888号【迎宾中大道3999号】,银河城C区白沙地组团多层45#、46#标准层B1户型  3室2厅2卫1厨				 				112㎡(建面),参考总价：50.4万元/套银河城F1户型  3室2厅2卫1厨				 				119㎡(建面),参考总价：92.82万元/套银河城F2户型  2室2厅1卫1厨				 				81㎡(建面),总价待定:
20180517,聚仁万象都会,9000,在售,[南昌县]						象湖新城金沙大道中段(景城名郡北面),聚仁万象都会四期133平米高层大户型  3室2厅2卫1厨				 				133㎡(建面),参考总价：119.7万元/套聚仁万象都会四期258平米独栋别墅标准户型  3室3厅3卫1厨				 				258㎡(建面),参考总价：232.2万元/套聚仁万象都会三期24#B户型  1室1厅1卫1厨				 				35㎡(建面),总价待定:
20180517,南天阳光,11200,在售,[经开区]						广兰大道888号(解放路以北),南天阳光高层6号楼三房户型  3室2厅2卫1厨				 				105㎡(建面),参考总价：118.44万元/套南天阳光高层户型  3室2厅1卫1厨				 				111㎡(建面),参考总价：124.32万元/套南天阳光高层两房户型  2室2厅1卫1厨				 				89㎡(建面),总价待定:
20180517,众森红谷一品,15000,在售,[新建区]						新建区文化大道(万达广场旁),众森红谷一品D7户型  3室2厅2卫1厨				 				118㎡(建面),参考总价：177万元/套众森红谷一品D6湖景小高层  3室2厅2卫1厨				 				122㎡(建面),总价待定:众森红谷一品F6湖景小高层  4室2厅3卫1厨				 				141㎡(建面),总价待定:
20180517,中兴和园,20000,在售,[高新开发区]						艾溪湖北路668号(艾溪湖湿地公园内),中兴和园花镜墅T1户型  4室3厅3卫1厨				 				156㎡(建面),参考总价：312万元/套中兴和园联排T1户型  4室3厅3卫1厨				 				240㎡(建面),参考总价：480.92万元/套中兴和园联排T2户型  4室3厅3卫1厨				 				251㎡(建面),参考总价：502.64万元/套
20180517,永惠山外山,7300,在售,[湾里区]						鹿聚路1号,永惠山外山观景公馆G4/G6/G6-1/G6-2户型  2室2厅1卫1厨				 				87㎡(建面),参考总价：63.87万元/套永惠山外山观景公馆G5户型  2室2厅1卫1厨				 				90㎡(建面),参考总价：65.82万元/套永惠山外山G42-2户型78.68㎡  2室1厅1卫1厨				 				78㎡(建面),参考总价：57.44万元/套
20180517,九颂山河,18000,在售,[红谷滩区]						红谷滩八一桥头赣江北大道以西红谷北大...,九颂山河A户型  4室2厅5卫1厨				 				275㎡(建面),参考总价：495万元/套九颂山河B户型  4室3厅5卫1厨				 				353㎡(建面),参考总价：636.19万元/套九颂山河C户型  4室2厅3卫1厨				 				192㎡(建面),参考总价：346.18万元/套
